Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,acne,age,bright,bh,red,tex,barrier,hyper
Cleanser,BOSCIA,Detoxifying Black Charcoal Cleanser,30,4.3,"Glycereth-26,glycerin, Sodium Cocoyl Glutamate, Sodium Lauroyl Glutamate, PEG-120 Methyl Glucose Dioleate, Polysorbate 20, Butylene Glycol,, Glycyrrhiza Glabra (Licorice) Root Extract,glycolic, Charcoal Powder,vitc, Pelargonium Graveolens Flower Oil, Glucosyl Hesperidin,jojoba, Epilobium Angustifolium Flower/Leaf/Stem Extract, Ceteth-25, Oleth-10, Citrus Paradisi (Grapefruit) Seed Extract, Xanthan Gum, Cynara Scolymus (Artichoke) Leaf Extract.",2,2,2,1,0,2,2,2,2,2,2,2,2
Cleanser,OLEHENRIKSEN,Transforming Walnut Scrub,28,4.7,", Cocamidopropyl Hydroxysultaine, Juglans Regia (Walnut) Shell Powder, Glyceryl Stearate SE, Sodium Lauroyl Sarcosinate, Prunus Armenaica (Apricot) Seed Powder, Cetyl Alcohol, Sorbitol, Acrylates Copolymer,fragrance, Benzyl Alcohol, Sodium Chloride, Phenoxyethanol, Chlorphenesin, Caprylyl Glycol,glycerin,, Glycol Distearate, Cocomidopropyl Betaine, Hexylene Glycol,glycerin, Potassium Hydroxide, Tetrasodium EDTA, Laureth-4, Panax Ginseng Root Extract, Chamomilla Recutita (Chamomile) Flower Extract, Calendula Officinalis (Calendula) Flower Extract,vite, Lecithin, Allantoin,aloe,citric, Linalool, Hexyl Cinnamal, Limonene.",2,2,2,0,0,0,2,2,2,2,2,2,2
Cleanser,SEPHORA COLLECTION,Waterproof Eye Makeup Remover,11,4.4,Visit the SEPHORA COLLECTION boutique,0,0,0,0,0,1,1,1,1,1,1,1,1
Cleanser,KIEHL'S SINCE 1851,Calendula Deep Clean Foaming Face Wash,29,4.7,", Sodium Cocoyl Glycinate, Coco-Betaine,glycerin, Acrylates Copolymer, Sodium Chloride, Phenoxyethanol, Prunus Armeniaca Seed Powder, Apricot Seed Powder, Sodium Hydroxide,fragrance, Chlorphenesin,salicylic, Hexyl Cinnamal, Linalool, Methylisothiazolinone,citric",2,2,2,1,0,2,2,2,2,2,2,2,2
Cleanser,SK-II,Facial Treatment Cleanser,75,4.3,", Sodium Lauroyl Glutamate, Propylene Glycol, PEG-150 Stearate, Galactomyces Ferment Filtrate (Pitera), Sodium PCA, Glycol Stearate, Butylene Glycol, Cocamide Mea, Rosa Canina Fruit Oil, Stearamide Amp, Pentylene Glycol,willow, Dipotassium Glycyrrhizate, Hydroxyphenyl Propamidobenzoic Acid,vitc, BHT, Phenethyl Alcohol, Methylparaben, Propylparaben.",0,0,0,0,0,2,2,2,1,1,1,1,2
Cleanser,DR. BRANDT SKINCARE,microdermabrasion age defying exfoliator,79,4.7,", Alumina,capric triglyceride,glycerin, Cetyl Alcohol, Glyceryl Stearate, Peg-100 Stearate, Ammonium Acryloyldimethyltaurate/Vp Copolymer,jojoba, Xanthan Gum, Phenoxyethanol,lactic,fragrance,glycerin, Allantoin, Disodium Edta,vite, Magnesium Oxide, Propylene Glycol,aloe,grapeseedoil, Chamomilla Recutita (Matricaria) Flower Extract,camellia, Citral, Limonene.",2,2,2,0,0,0,2,2,2,2,2,2,2
Cleanser,CLINIQUE,Liquid Facial Soap,18,4.4,", Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Hydroxysultaine, Lauramidopropyl Betaine, Sodium Cocoyl Sarcosinate, Tea-Cocoyl Glutamate, Di-Ppg-2 Myreth-10 Adipate,aloe, Peg-120 Methyl Glucose Dioleate, Sucrose, Sodium Hyaluronate,dimethicone, Butylene Glycol, Hexylene Glycol, Polyquaternium-7, Laureth-2, Caprylyl Glycol, Sodium Sulfate,vite, Edta, Disodium Edta, ",1,1,1,0,0,0,2,2,1,2,1,1,2
Cleanser,TATA HARPER,Regenerating Cleanser,42,4.2,*Ingredients from organic farming. **Clinical grade essential oils blend.,1,1,1,1,0,1,1,1,1,1,1,1,1
Cleanser,BIOSSANCE,Squalane + Glycolic Renewal Facial,68,4.8,",glycerin,glycolic,squalane,capric triglyceride, Stearyl Alcohol, Arachidyl Alcohol, Clay Mineral Oxides, Behenyl Alcohol, Sodium Hydroxide,lactic, Pyrus Malus (Apple) Fruit Extract,glycerin, Vaccinium Myrtillus Fruit Extract, Saccharum Officinarum (Sugarcane) Extract, Acer Saccharum (Sugar Maple) Extract, Kaolin, Sodium Hyaluronate, Xanthan Gum, Diheptyl Succinate, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract,citric,tartaric, Glycyrrhiza Glabra (Licorice) Root Extract, Citrus Limon (Lemon) Peel Oil, Montmorillonite, Illite, Acacia Senegal Gum, Biosaccharide Gum-1, Arachidyl Glucoside, Polyacrylate Crosspolymer-6, Phenoxyethanol,glycerin, Sodium Phytate, Limonene.",2,2,2,0,0,0,2,2,2,2,2,2,2
Cleanser,CAUDALIE,Instant Foaming Cleanser,28,4.3,",glycerin, Sodium Cocoyl Glutamate, Cocamidopropyl Betaine, Caprylyl/Capryl Glucoside, Sodium Chloride,citric, Caprylyl Glycol,fragrance, Coco-Betaine,, Sodium Methyl Cocoyl Taurate, Sodium Cocoyl Isethionate, Sodium Phytate, Matricaria Flower Extract, Sage Leaf Extract, Grape Fruit Extract,, Butylphenyl Methylpropional, Linalool, Citronellol.",2,2,2,1,0,2,2,2,2,2,2,2,2
Cleanser,KORRES,Greek Yoghurt Foaming Cream Cleanser,26,4.6,", Sodium Cocoyl Isethionate, Cocobetaine, Cetearyl Alcohol, Disodium Lauryl Sulfosuccinate, Zea Mays (Corn) Starch,glycerin, Cocamidopropyl Betaine, Sodium Methyl Cocoyl Taurate, Magnesium Aluminum Silicate, Glyceryl Laurate, Sclerotium Gum, Alcohol, Amaranthus Caudatus Seed Extract,castor, Hydrolyzed Rice Protein, Lactis Proteinum/Whey Protein/Protéine Du Lait, Lactose,honey,honey,fragrance, Sodium Cocoyl Alaninate, Sodium Cocoyl Hydrolyzed Amaranth Protein, Sodium Phytate, Titanium Dioxide, Yogurt Powder.",2,2,2,1,2,2,2,1,1,2,1,2,1
Cleanser,TARTE,Knockout Tingling Treatment,39,4.5,",niacinamide,lactic,citric, propanediol,glycerin, gluconolactone,malic, phytic acid,salicylic,, magnesium chloride, acetic acid,, allium cepa (onion) bulb extract, calcium gluconate, cochlearia armoracia (horseradish) root extract, commiphora myrrha resin extract, myrtus communis extract, rumex acetosa leaf extract, thymus vulgaris (thyme) flower/leaf extract, calcium chloride, sodium chloride, potassium chloride, sulfur.",2,2,2,1,0,2,2,2,2,2,2,2,2
Toner,CAUDALIE,Moisturizing Toner,28,4.4,", Butylene Glycol,castor, Sodium Carboxymethyl Betaglucan (Vinolevure), Methylpropanediol,,fragrance, Caprylyl Glycol,citric, Biosaccharide Gum-1, Phenylpropanol, Glyceryl Caprylate.",1,1,1,1,0,2,2,2,2,1,2,1,2
Cleanser,KIEHL'S SINCE 1851,Ultra Facial Cleanser,20,4.6,", Sodium Laureth Sulfate, Decyl Glucoside,glycerin, Cocamidopropyl Betaine, Disodium Cocoamphodiacetate, Acrylates Copolymer, Peg-200 Hydrogenated Glyceryl Palmate, Lauryl Glucoside, Sodium Chloride, Pentylene Glycol, Triethanolamine, Phenoxyethanol, Peg-7 Glyceryl Cocoate, Distearyl Ether, Behenyl Alcohol, Methylparaben, Laureth-2, Propylparaben, Sodium Methylparaben,squalane,almond,apricot kernel,vite,vitc,avocado, Sodium Hydroxide,citric",2,2,2,0,0,0,2,2,2,2,2,2,2
Cleanser,CLINIQUE,Clarifying Lotion 2,16,4.4,",alcohol denat,glycerin,witch, Menthol , Acetyl Glucosamine , Trehalose , Sodium Hyaluronate , Butylene Glycol , Sodium Bicarbonate , Red 6 (Ci 15850) , Red 33 (Ci 17200) , Ext. Violet 2 (Ci 60730)",2,2,2,0,2,0,2,1,2,2,1,2,1
Toner,KIEHL'S SINCE 1851,Ultra Facial Toner,16,4.5,",glycerin,squalane, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sorbitan Oleate, Ethylhexyl Salicylate, Peg-100 Stearate,, Triethanolamine, P-Anisic Acid,vitc, Sodium Hyaluronate, Prunus Amygdalus Dulcis Oil,almond, Prunus Armeniaca Kernel Oil,apricot kernel,vite, Persea Gratissima Oil,avocado",2,2,2,0,0,0,2,2,1,2,1,2,2
Cleanser,SHISEIDO,Benefiance Extra Creamy Cleansing Foam,36,4.8,", Stearic Acid, Peg-8, Myristic Acid,glycerin, Potassium Hydroxide, Dipropylene Glycol, Lauric Acid, Glyceryl Stearate Se, Sorbitol, Cocamidopropyl Betaine, Peg-60 Glyceryl Isostearate, Microcrystalline Cellulose, Sodium Methyl Cocoyl Taurate,fragrance, Phytosteryl Macadamiate, Talc, Polyquaternium-39, Disodium Edta, Ethylcellulose, Butylphenyl Methylpropional, Iron Oxides (Ci 77492), Limonene, Linalool, Citronellol, Alpha-Isomethyl Ionone, Geraniol, Sodium Hyaluronate, Butylene Glycol,, Serine, Sophora Angustifolia Root Extract, Iron Oxides (Ci 77491),vite",2,2,2,0,2,0,2,1,1,2,1,2,1
Cleanser,DRUNK ELEPHANT,Baby Pekee Bar™ + Juju Bar Travel Duo,18,4.5,"-Heilmoor Clay: Tones and detoxifies the skin.  -Virgin Marula Oil: Hydrates, protects, heals, and rejuvenates the skin; high in antioxidants and omegas 6 and 9.  -Blueberry Extract: Potent antioxidant with soothing and anti-glycation properties. Pekee Bar™: Sodium Coco-Sulfate, Disodium Lauryl Sulfosuccinate, Triticum Vulgare (Wheat) Starch, Cetearyl Alcohol, Paraffin, Sclerocarya Birrea Seed Oil,, Titanium Dioxide (CI 77891),honey,glycerin, Vaccinium Angustifolium (Blueberry) Fruit Extract. Juju Bar: Sodium Coco-Sulfate, Disodium Lauryl Sulfosuccinate, Triticum Vulgare (Wheat) Starch, Cetearyl Alcohol, Bambusa Vulgaris Leaf/Stem Extract, Paraffin, Sclerocarya Birrea Seed Oil,, Heilmoor Clay, Titanium Dioxide (CI 77891),sunflower, Euterpe Oleracea Fruit Extract, Lycium Barbarum Fruit Extract.",2,2,2,1,0,2,2,1,1,2,1,2,1
Cleanser,SEPHORA COLLECTION,Cleansing & Exfoliating Wipes - Coconut Water,7,4.7,No Info,0,0,0,0,0,1,1,1,1,1,1,1,1
Cleanser,SHISEIDO,White Lucent Brightening Cleansing Foam,38,4.5,Visit the Shiseido boutique,0,0,0,0,0,1,1,1,1,1,1,1,1
Cleanser,GLAMGLOW,YOUTHMUD™ Tinglexfoliate Treatment,59,4.1,", Montmorillonite, Kaolin, Magnesium Aluminum Silicate, Silica, Pumice,camellia,cucumber, Chamomilla Recutita (Matricaria) Extract, Hedera Helix (Ivy) Extract, Symphytum Officinale (Comfrey) Leaf Extract,camellia,glycerin,vite, Calendula Officinalis Extract,glycerin, Hexylene Glycol, Lavandula Hybrida (Lavandin) Oil, Caprylyl Glycol, Pvp, Xanthan Gum,fragrance, Hexyl Cinnamal, Linalool, Benzyl Benzoate, Limonene, Cinnamal, Chlorphenesin, Phenoxyethanol",2,2,2,0,0,0,2,1,1,2,1,2,1
Cleanser,SUNDAY RILEY,Ceramic Slip Cleanser,35,4.3,", Disodium Laureth Sulfosuccinate, Octyldoecanol, Polyacrylate-33, Propanediol, Polygyceryl-2 Caprate, Sodium Cocoyl Isethionate, Montmorillonoite, Kaolin,olive, Rice Oil Glycereth-8 esters, Phospholipids, Sodium Lauroamphoacetate, Bisabolol, Pentylene Glycol, Sodium Chloride, Sodium Phytate, Caprylyl Glycol, Dehydeoacetic Acid, Benzoic Acid, Propylene Carbonate, Linalool, Farnesol",1,0,1,0,0,0,1,1,1,1,1,0,1
Cleanser,PETER THOMAS ROTH,Anti-Aging Cleansing Gel,38,4.4,", Sodium Laureth Sulfate, Cocamidopropyl Betaine, Lauryl Glucoside, Propylene Glycol,salicylic,glycolic, Quercus Alba Bark Extract, Citrus Grandis (Grapefruit) Fruit Extract, Prunus Persica (Peach) Fruit Extract, Citrus Aurantifolia (Lime) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Arginine, Tilia Cordata Flower Extract, Allantoin, Bht, Panthenol, Butylene Glycol,,, Phenoxyethanol, Amyl Cinnamal, Linalool,fragrance, Red 40 (Ci 16035), Yellow 5 (Ci 19140).",2,2,2,1,0,2,2,2,2,1,2,2,2
Toner,CAUDALIE,Vinopure Natural Salicylic Acid Pore Minimizing Toner,28,3.8,*Plant origin.,1,0,1,1,1,1,1,1,1,1,1,1,1
Cleanser,MURAD,Clarifying Cleanser,30,4.3,", Cocamidopropyl Betaine, Sodium C14-16 Olefin Sulfonate, Methyl Gluceth-20, PPG-26-Buteth-26,castor, Butylene Glycol, Cimicifuga Racemosa Root Extract,camellia, Silver Citrate, Menthol, PEG-150 Distearate, Corn Starch, Hydrolyzed Corn Starch, Hydrolyzed Corn Starch Octenylsuccinate, Glyceryl Stearate, Cocamidopropyl Dimethylamine, Polysorbate 80,citric, Tetrasodium EDTA, Chlorphenesin, Methylisothiazolinone, Limonene, Tangerine Leaf Oil, Citronella Oil, Lemon Peel Oil, Lime Oil, Lavandula Hybrida Oil, Mandarin Orange Peel Oil,apricot kernel,fragrance",1,2,1,0,0,0,2,2,2,2,2,2,2
Cleanser,MAKEUP ERASER,The Original MakeUp Eraser® Makeup Remover Cloth,20,4.3,Visit the Makeup Eraser boutique,0,0,0,0,0,1,1,1,1,1,1,1,1
Cleanser,BOSCIA,Clear Complexion Cleanser,28,4.4,", Hydrogenated Starch Hydrolysate, Disodium Cocoyl Glutamate,glycerin, Acrylates/Steareth-20 Methacrylate Copolymer, Sodium Cocoyl Glycinate, Butylene Glycol, Methyl Gluceth-10, Sodium Cocoyl Glutamate, Sodium Lauroyl Glutamate, Caprylyl Glycol, 1,2-Hexanediol, Polysorbate 20, Sclerotium Gum, Cellulose Gum, Trisodium Ethylenediamine Disuccinate,citric, Rosmarinus Officinalis (Rosemary) Leaf Extract,willow,jojoba, Pelargonium Graveolens Flower Oil, Epilobium Angustifolium Flower/Leaf/Stem Extract.",2,2,2,1,0,2,2,2,2,2,2,2,2
Cleanser,LA MER,The Tonic,95,4.1,", Methyl Gluceth-20, Glycereth-26, Laminaria Saccharina Extract,seaweed,sesame, Medicago Sativa (Alfalfa) Seed Powder,sunflower,almond,eucalyptus, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate,vite, Niacin,sesame, Butylene Glycol, Ppg-28-Buteth-35, Ppg-5-Ceteth-20, Sodium Hyaluronate,citric, Sodium Citrate, Polysorbate 20, Sucrose, Caffeine, Disodium Edta, Benzophenone-4, Phenoxyethanol,,fragrance, Linalool, Yellow 5 (Ci 19140), Red 33 (Ci 17200)",1,2,1,0,0,0,2,2,2,2,2,2,2
Cleanser,MAKE UP FOR EVER,Sens’Eyes - Waterproof Sensitive Eye Cleanser,25,4.4,", Isododecane, Methylpropanediol, Pentylene Glycol, Acrylates Copolymer, Tromethamine, Butylene Glycol,glycerin, Caprylyl Glycol, Sodium Dehydroacetate, Disodium EDTA, Panthenol,honey, Sodium Lauryl Sulfate, Urea, Gossypium Herbaceum (Cotton) Flower Extract, Blue 1 (Ci 42090), Fructose, Glucose, Inositol, Sucrose, Trehalose, Arginine HCL, Lysine HCL, Ornithine HCL, Sodium Lactate, Sodium Citrate.",2,2,2,1,0,2,2,1,1,2,1,2,1
Cleanser,KATE SOMERVILLE,EradiKate® Daily Cleanser Acne Treatment,38,4.3,", Sodium Cocoyl Isethionate, Coco-Glucoside, Acrylates Copolymer, Coconut Alcohol, Glycereth-18 Ethylhexanoate, Glycereth-18, Stearyl Alcohol,honey, Oryza Sativa (Rice) Bran Extract,oatmeal, Oligopeptide-10, Boswellia Serrata Extract, Behenyl Alcohol,glycerin, Xanthan Gum, Caprylyl Glycol, Hexylene Glycol, Butylene Glycol, Phenoxyethanol,fragrance,citric, Sodium Hydroxide,glycerin, Disodium EDTA, Disodium Carboxyethyl Siliconate, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491).",2,2,2,1,0,2,2,2,2,2,2,2,2
Cleanser,BOSCIA,Exfoliating Peel Gel,34,4.1,",glycerin, Carbomer, Centrimonium Chloride, PPG-26-Buteth-26,castor, Butylene Glycol, Maltodextrin,lactobacillus, Eclipta Prostrata Extract, Vaccinium Myrtillus Fruit Extract,jojoba, Saccharum Officinarum (Sugar Cane) Extract, Melia Azadirachta Leaf Extract, Pelargonium Graveolens Flower Oil, Epilobium Angustifolium Flower/Leaf/Stem Extract, Citrus Aurantium Dulcis (Orange) Peel Oil,lavender, Citrus Limon (Lemon) Fruit Extract, Citrus Aurantuim Dulcis (Orange) Fruit Extract, Melia Azadirachta Flower Extract, Amino Esters-1,Leuconstoc/Radish Root Ferment Filtrate, Coccinia Indica Fruit Extract,Acer Saccharum (Sugar Maple) Extract, Moringa Oleifera Seed Oil, SolanumMelongena (Eggplant) Fruit Extract, Eugenia Caryophyllus (Clove) Leaf Oil,Subtilisin,aloe, Ocium Basilicum (Basil) Extract, Ocimum Sanctum Leaf Extract, Lawsonia Inermis (Henna) Extract, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract.",2,2,2,1,2,2,2,2,1,2,1,2,2
Cleanser,IT COSMETICS,Bye Bye Makeup™ 3-in-1 Makeup Melting Cleansing Balm,38,4.5,"Ethylhexyl Palmitate, Peg-20 Glyceryl Triisostearate, Carthamus Tinctorius (Safflower) Seed Oil, Polyethylene, Macadamia Ternifolia Seed Oil, Peg-8 Isostearate, Butyrospermum Parkii (Shea) Butter,vite,,aloe,camellia, Butylene Glycol,glycerin, Glyceryl Linolenate, Beta-Sitosterol, Ceteth-24, Cholesterol, Glyceryl Linoleate, Choleth-24, Polysorbate 20,niacinamide,squalane,castor, Glyceryl Arachidonate, Propylene Glycol, Panthenol,oatmeal, Ubiquinone,ceramide,ceramide, Phytosphingosine, Curcuma Longa (Turmeric) Root Extract, Palmitoyl Tripeptide-1, Disteardimonium Hectorite, Propylene Carbonate, Palmitoyl Tetrapeptide-7, Palmitoyl Hexapeptide-12, Xanthan Gum, Copper Tripeptide-1, Palmitoyl Pentapeptide-4, Acetyl Hexapeptide-8,ceramide, Melaleuca Alternifolia (Tea Tree) Leaf Oil,vitc, Retinyl Palmitate, Potassium Cetyl Phosphate, Silica,hyaluronic, Glycyrrhiza Glabra (Licorice) Root Extract, Hydrolyzed Collagen,,oatmeal, Leuconostoc/Radish Root Ferment Filtrate, Biotin, Octyldodecanol, Hydrogenated Lecithin, Carbomer,capric triglyceride, Sodium Lauroyl Lactylate, Sodium Lactate, Lecithin, Pentaerythrityl Tetraisostearate, Cyclomethicone,dimethicone,petrolatum, Citrus Aurantium Dulcis (Orange) Oil,citric, Disodium EDTA, Caprylyl Glycol, Phenoxyethanol, 1,2-Hexanediol,glycerin,fragrance, Alcohol.",2,2,2,0,0,0,2,2,2,2,2,2,2
Cleanser,PHILOSOPHY,The Microdelivery Exfoliating Facial Wash,8,4.6,", Solum Diatomeae/Diatomaceous Earth/Terre De Diatomees, Sodium Cocoyl Apple Amino Acids,glycerin, Acrylates/Steareth-20 Methacrylate Copolymer, Acrylates Copolymer, Decyl Glucoside, Disodium Cocoamphodiacetate, Phenoxyethanol, Lauryl Glucoside, Lithium Magnesium Sodium Silicate, Polysorbate 20, Hexylene Glycol, Sodium Hydroxide, Citrus Aurantium Dulcis (Orange) Peel Extract, Limonene, Decylene Glycol,glycerin, Panthenol, Tetrasodium Edta, 1,2-Hexanediol,vitc, Borago Officinalis Seed Oil,vite,sunflower, Tocotrienols, Triolein, Trilinolein, Magnesium Nitrate, Methylisothiazolinone, Methylchloroisothiazolinone, Magnesium Chloride.",2,2,2,0,0,0,2,2,1,2,1,2,2
Cleanser,AMOREPACIFIC,Treatment Cleansing Foam,50,4.5,",glycerin, Stearic Acid, Myristic Acid, Potassium Hydroxide, Lauric Acid, Peg-8, Sodium Myristoyl Glutamate, Glyceryl Stearate, Peg-32, Peg/Ppg-25/30 Copolymer, Sorbitol, Peg-200 Hydrogenated Glyceryl Palmate, Cocamidopropyl Betaine, Phyllostachis Bambusoides Juice, Panax Ginseng Root Extract, Mangifera Indica (Mango) Seed Butter,olive,sunflower,algae, Glycyrrhiza Glabra (Licorice) Root Extract, Corallina Officinalis Extract, Lactose, Disodium Edta, Microcrystalline Cellulose, Butylene Glycol, Sucrose, Alcohol, Zea Mays (Corn) Starch,olive, Ultramarines (Ci 77007), Xanthan Gum,vite, Trehalose, Triclosan, Phosphatidylcholine, Propylene Glycol, Peg-100 Stearate, Peg-14m, Peg-5 Rapeseed Sterol, Peg-7 Glyceryl Cocoate, Hydrogenated Lecithin,,fragrance",2,2,2,0,2,0,2,2,1,2,1,2,2
Cleanser,FARMACY,Clean Bee Ultra Gentle Facial Cleanser,28,4.3,", Sodium Lauroyl Methyl Isethionate, Cocamidopropyl Hydroxysultaine,, Decyl Glucoside, Maltooligosyl Glucoside, Lauryl Glucoside,glycerin, Hydrogenated Starch Hydrolysate, Echinacea Purpurea Root Extract,honey,honey, Royal Jelly Extract, Hydrolyzed Sodium Hyaluronate, Calendula Officinalis Flower Extract, Glycyrrhiza Glabra (Licorice) Root Extract,aloe, Melia Azadirachta Leaf Extract,lavender, Lavandula Hybrida Oil, Curcumin, Curcuma Longa (Turmeric) Root Extract, Betalne, Sodium Pca, Disodium Cocoyl Glutamate, Sodium Cocoyl Glutamate,citric,, Abies Sibirica Oil, Cymbopogon Martini Oil, Pelargonium Graveolens Oil, Pogostemon Cablin Oil, Caramel, Anthemis Nobilis Flower Oil, Ocimum Basilicum (Basil) Flower/Leaf Extract, Ocimum Sanctum Leaf Extract, Melia Azadirachta Flower Extract, Corallina Officinalis Extract, Flavor (Aroma)*,, Maltodextrin, Trisodium Ethylenediamine Disuccinate, Sodium Chloride, Sodium Phytate, Propanediol, Linalool. *Natural Flavor.",2,2,2,1,0,2,2,2,2,2,2,2,2
Cleanser,CLINIQUE,Acne Solutions Cleansing Foam,21,4.2,",glycerin, Butylene Glycol , Sodium Methyl Cocoyl Taurate , Sucrose , Disodium Phosphate , Arginine Cocoate , Laminaria Saccharina Extract , Caffeine ,algae, Cola Acuminata (Kola) Seed Extract , Sea Whip Extract ,dimethicone, Sodium Hyaluronate , Ppg-6-Decyltetradeceth-30 ,lactobacillus, Stearamidopropyl Dimethylamine , Acetyl Glucosamine , Capryloyl Glycine , 10-Hydroxydecanoic Acid , Polyquaternium-7 , Phospholipids , Stearic Acid , Sodium Hydroxide , Disodium Edta , Phenoxyethanol , Chloroxylenol",2,2,2,0,0,0,2,2,2,2,1,2,2
Cleanser,DRUNK ELEPHANT,Pekee Bar™,28,4.5,"Sodium Coco-Sulfate, Disodium Lauryl Sulfosuccinate, Triticum Vulgare (Wheat) Starch, Cetearyl Alcohol, Paraffin, Sclerocarya Birrea Seed Oil,, Titanium Dioxide (CI 77891),honey,glycerin, Vaccinium Angustifolium (Blueberry) Fruit Extract.",2,2,2,1,0,2,2,1,1,2,1,2,1
Cleanser,ESTÉE LAUDER,Nutritious Radiant Vitality Energy Lotion,58,0.0,",alcohol denat,glycerin, Dipropylene Glycol , Propanediol , Trehalose ,, Lens Esculenta (Lentil) Fruit Extract , Pyrus Malus (Apple) Fruit Extract ,cucumber, Panax Ginseng (Ginseng) Root Extract , Vaccinium Macrocarpon (Cranberry) Fruit Extract , Vaccinium Angustifolium (Blueberry) Fruit Extract , Lycium Chinense (Wolfberry) Fruit Extract , Punica Granatum (Pomegranate) Extract , Acetyl Glucosamine , Sodium Pca , Sapindus Mukurossi Fruit Extract ,algae, Garcinia Mangostana Peel Extract , Caesalpinia Spinosa Gum , Ergothioneine , Caffeine ,yeast, Sodium Lactate , Sodium Hyaluronate , Peg-8 , Ppg-6-Decyltetradeceth-30 , Butylene Glycol , Tromethamine ,vite,vitc, Carbomer ,citric,fragrance, Trisodium Hedta , Phenoxyethanol , Yellow 6 (Ci 15985) , Red 4 (Ci 14700)",2,2,2,0,0,0,2,2,2,2,2,2,2
Cleanser,REN CLEAN SKINCARE,Ready Steady Glow Daily AHA Tonic,35,4.4,"REN does not use skin unfriendly ingredients,fragrance, pore-blocking petrochemicals, sulfate detergents, silicones, synthetic colors, animal ingredients, and parabens. In addition, REN products do not contain potential irritants including: glycols and diglycols (such as propylene glycol), PEG's, PPGs, urea, D.E.A, T.E.A, PABA, and other synthetic sunscreens, aliphatic alcohols/hydrocarbons, phthalates, fumarates, amines, alkanolamines, synthetic AHAs/BHAs, polyacrylamide, metacrylate, elastomer, poloxamer, styrene, vinyl, polyquaternium, synthetic chelating agents, nylon, nitriles, nitrates, nitrosamine releasers, bromates, fluor, aluminum, and alumina",1,1,1,1,0,1,1,1,1,1,1,1,1
Cleanser,LANCER,The Method: Polish,75,4.6,"Butylene Glycol, Sodium Bicarbonate, PEG-8, Magnesium Oxide,glycerin, Oleth-20, Trihydroxystearin, Glyceryl Stearate, PEG-100 Stearate, Silica, Alaria Escilenta Extract,lactobacillus,lactobacillus,sunflower, Leuconostoc/Radish Root Ferment Filtrate,lavender,vite, Retinyl Palmitate,capric triglyceride,, Linalool.",2,2,2,0,2,0,2,1,1,2,2,2,1
Cleanser,MURAD,AHA/BHA Exfoliating Cleanser,39,4.6,", Sodium Laureth Sulfate, Cocamidopropyl Betaine,jojoba, Acrylates Copolymer, Glycol Stearate, Butylene Glycol, Sodium PCA, Dipotassium Glycyrrhizate,vitc,glycolic,lactic,salicylic, Polyquaternium-4, Sodium Hydroxide, Sodium Chloride,citric, Disodium EDTA, Phenoxyethanol, Methylparaben, Propylparaben.",2,0,2,0,0,2,2,2,2,1,2,0,2
Cleanser,LANEIGE,Multi Cleanser,23,4.5,",glycerin, Stearic Acid, Myristic Acid, PEG-32, Potassium Hydroxide, Butylene Glycol, Propylene Glycol, Laureth-1 Phosphate, Cellulose, Lauric Acid, Lauryl Phosphate, Papain,camellia,lactobacillus,, Mannitol, Hydrolyzed Wheat Protein, Lauramide DEA, PEG-100 Stearate, Glyceryl Stearate, Disodium EDTA, Polymethyl Methacrylate, PEG-75,fragrance",2,2,2,0,2,0,2,1,1,2,1,2,1
Cleanser,CLARINS,Gentle Foaming Cleanser with Cottonseed,26,4.5,",glycerin, Stearic Acid, Myristic Acid, Potassium Hydroxide,dimethicone, Lauric Acid, Sodium Lauroyl Sarcosinate, Tipa-Laureth Sulfate, Glycol Distearate, Glyceryl Behenate, Ozokerite,fragrance, Propylene Glycol, Tetrasodium Edta, Alpha-Glucan Oligosaccharide, Polymnia Sonchifolia Root Juice, Maltodextrin, Gossypium Herbaceum (Cotton) Seed Extract, Gypsophila Paniculata Root Extract,lactobacillus,, Methylchloroisothiazolinone, Methylisothiazolinone, Bh, Benzyl Salicylate, Butylphenyl, Methylpropional, Limonene, Linalool, Ci7789/Titanium Dioxide.",2,2,2,0,0,0,2,1,1,2,1,2,1
Cleanser,SHISEIDO,Ibuki Gentle Cleanser,30,4.4,", Stearic Acid, Peg-8, Myristic Acid, Potassium Hydroxide,glycerin, Lauric Acid,alcohol denat, Butylene Glycol, Glyceryl Stearate Se, Trehalose, Polyquaternium-7, Cocamidopropyl Betaine, Sodium Methyl Cocoyl Taurate,vite,fragrance, Disodium Edta,, Limonene, Hexyl Cinnamal, Butylphenyl Methylpropional, Betaine.",2,2,2,0,2,0,2,1,1,2,1,2,1
